instance, algorithm, value, runningTime, initialValue, steps, evaluatedSolutions
tai50b, steepest-2swap, 499935661, 9794, 786245314, 57, 69825 
tai50b, steepest-2swap, 502931148, 10116, 828563453, 58, 71050 
tai50b, steepest-3swap, 475085343, 213807, 782184401, 36, 1455300 
tai50b, steepest-3swap, 489610367, 295229, 758985216, 50, 2021250 
tai50b, steepest-3swap, 476737792, 266227, 807108949, 45, 1819125 
tai50b, steepest-3swap, 484205898, 216463, 811994167, 37, 1495725 
tai50b, steepest-3swap, 516594722, 191093, 813533507, 32, 1293600 
tai50b, steepest-3swap, 487099030, 228950, 762294422, 39, 1576575 
tai50b, steepest-3swap, 498339469, 311139, 704636114, 55, 2223375 
tai50b, steepest-3swap, 497605338, 193525, 767290964, 34, 1374450 
tai50b, steepest-3swap, 499020281, 198879, 683853441, 35, 1414875 
tai50b, steepest-3swap, 494667179, 253794, 770725723, 45, 1819125
tai50b, tabu-2swap, 506858194, 51675, 759283616, 300, 367500 
tai50b, tabu-2swap, 473390469, 51364, 798259703, 300, 367500 
tai50b, tabu-2swap, 479127532, 53944, 777152454, 300, 367500 
tai50b, tabu-2swap, 527434188, 55784, 850238859, 300, 367500 
tai50b, tabu-2swap, 479377432, 54747, 743679667, 300, 367500 
tai50b, tabu-2swap, 487144434, 53499, 785168015, 300, 367500 
tai50b, tabu-2swap, 466199799, 51010, 773077068, 300, 367500 
tai50b, tabu-2swap, 496494927, 50611, 819766171, 300, 367500 
tai50b, tabu-2swap, 487887317, 50773, 789491197, 300, 367500 
tai50b, tabu-2swap, 500835944, 50654, 765855000, 300, 367500 
tai50b, tabu-3swap, 497338262, 1647983, 844163283, 300, 12127500 
tai50b, tabu-3swap, 485431861, 1670452, 763797948, 300, 12127500 
tai50b, tabu-3swap, 494249892, 1642296, 801272333, 300, 12127500 
tai50b, tabu-3swap, 491762710, 1636703, 846459494, 300, 12127500 
tai50b, tabu-3swap, 491381733, 1654837, 852736525, 300, 12127500 
tai50b, tabu-3swap, 471783196, 1637215, 789767189, 300, 12127500 
tai50b, tabu-3swap, 490722291, 1670485, 752923731, 300, 12127500 
tai50b, tabu-3swap, 481103885, 1643420, 774044844, 300, 12127500 
tai50b, tabu-3swap, 466030890, 1643594, 756647521, 300, 12127500 
tai50b, tabu-3swap, 507167998, 1636209, 818186974, 300, 12127500 
tai60a, random, 8201974, 50018, -1, -1, -1 
tai60a, random, 8164774, 50000, -1, -1, -1 
tai60a, random, 8204448, 50000, -1, -1, -1 
tai60a, random, 8177932, 50000, -1, -1, -1 
tai60a, random, 8155078, 50000, -1, -1, -1 
tai60a, random, 8184640, 50000, -1, -1, -1 
tai60a, random, 8189346, 50000, -1, -1, -1 
tai60a, random, 8178504, 50000, -1, -1, -1 
tai60a, random, 8194940, 50000, -1, -1, -1 
tai60a, random, 8204500, 50000, -1, -1, -1 
tai60a, heuristic, 8466414, 269, -1, -1, -1 
tai60a, heuristic, 8466414, 32, -1, -1, -1 
tai60a, heuristic, 8466414, 25, -1, -1, -1 
tai60a, heuristic, 8466414, 19, -1, -1, -1 
tai60a, heuristic, 8466414, 14, -1, -1, -1 
tai60a, heuristic, 8466414, 26, -1, -1, -1 
tai60a, heuristic, 8466414, 12, -1, -1, -1 
tai60a, heuristic, 8466414, 14, -1, -1, -1 
tai60a, heuristic, 8466414, 15, -1, -1, -1 
tai60a, heuristic, 8466414, 11, -1, -1, -1 
tai60a, greedy-2swap, 7563994, 6374, 8477014, 112, 25994 
tai60a, greedy-2swap, 7540536, 4732, 8535662, 137, 22844 
tai60a, greedy-2swap, 7527880, 6926, 8502640, 131, 35568 
tai60a, greedy-2swap, 7534080, 4788, 8507682, 137, 24886 
tai60a, greedy-2swap, 7557854, 3652, 8527974, 104, 18540 
tai60a, greedy-2swap, 7511300, 5147, 8453974, 141, 26162 
tai60a, greedy-2swap, 7525382, 4733, 8530922, 117, 24599 
tai60a, greedy-2swap, 7546676, 3283, 8517986, 112, 16282 
tai60a, greedy-2swap, 7489860, 6574, 8643110, 162, 33067 
tai60a, greedy-2swap, 7579714, 4569, 8520814, 116, 22889 
tai60a, greedy-3swap, 7407512, 71075, 8525984, 177, 309283 
tai60a, greedy-3swap, 7533446, 47877, 8472202, 158, 192560 
tai60a, greedy-3swap, 7444276, 49216, 8539026, 148, 198246 
tai60a, greedy-3swap, 7467754, 37259, 8443760, 138, 133371 
tai60a, greedy-3swap, 7504152, 27161, 8538540, 144, 79359 
tai60a, greedy-3swap, 7474752, 33751, 8500886, 142, 112596 
tai60a, greedy-3swap, 7456878, 35474, 8579694, 164, 127388 
tai60a, greedy-3swap, 7469762, 44178, 8532676, 151, 175747 
tai60a, greedy-3swap, 7470052, 22561, 8577752, 135, 53411 
tai60a, greedy-3swap, 7443960, 50253, 8562706, 165, 205734 
tai60a, steepest-2swap, 7529498, 10723, 8420700, 32, 56640 
tai60a, steepest-2swap, 7608682, 10237, 8549350, 31, 54870 
tai60a, steepest-2swap, 7566394, 12497, 8445800, 35, 61950 
tai60a, steepest-2swap, 7548524, 15953, 8544024, 45, 79650 
tai60a, steepest-2swap, 7584150, 11693, 8558406, 33, 58410 
tai60a, steepest-2swap, 7677446, 8152, 8471208, 24, 42480 
tai60a, steepest-2swap, 7488264, 13258, 8435992, 42, 74340 
tai60a, steepest-2swap, 7608548, 9553, 8476646, 30, 53100 
tai60a, steepest-2swap, 7535172, 11353, 8402894, 33, 58410 
tai60a, steepest-2swap, 7557344, 11410, 8594828, 33, 58410 
tai60a, steepest-3swap, 7510222, 390325, 8483520, 29, 2036090 
tai60a, steepest-3swap, 7459880, 407935, 8529024, 31, 2176510 
tai60a, steepest-3swap, 7451846, 461073, 8573916, 35, 2457350 
tai60a, steepest-3swap, 7433894, 464416, 8449678, 35, 2457350 
tai60a, steepest-3swap, 7487942, 381324, 8428392, 28, 1965880 
tai60a, steepest-3swap, 7469178, 399372, 8500748, 31, 2176510 
tai60a, steepest-3swap, 7511954, 272760, 8535896, 21, 1474410 
tai60a, steepest-3swap, 7498960, 300389, 8578428, 23, 1614830 
tai60a, steepest-3swap, 7550628, 278139, 8417146, 18, 1263780 
tai60a, steepest-3swap, 7468610, 416784, 8527664, 30, 2106300  
tai80a, random, 15194392, 61000, -1, -1, -1 
tai80a, random, 15232984, 61000, -1, -1, -1 
tai80a, random, 15210848, 61000, -1, -1, -1 
tai80a, random, 15222634, 61000, -1, -1, -1 
tai80a, random, 15218088, 61000, -1, -1, -1 
tai80a, random, 15210448, 61000, -1, -1, -1 
tai80a, random, 15227738, 61000, -1, -1, -1 
tai80a, random, 15196182, 61000, -1, -1, -1 
tai80a, random, 15173146, 61000, -1, -1, -1 
tai80a, random, 15201760, 61000, -1, -1, -1 
tai80a, heuristic, 15516692, 20, -1, -1, -1 
tai80a, heuristic, 15516692, 12, -1, -1, -1 
tai80a, heuristic, 15516692, 16, -1, -1, -1 
tai80a, heuristic, 15516692, 10, -1, -1, -1 
tai80a, heuristic, 15516692, 11, -1, -1, -1 
tai80a, heuristic, 15516692, 8, -1, -1, -1 
tai80a, heuristic, 15516692, 8, -1, -1, -1 
tai80a, heuristic, 15516692, 5, -1, -1, -1 
tai80a, heuristic, 15516692, 7, -1, -1, -1 
tai80a, heuristic, 15516692, 7, -1, -1, -1 
tai80a, greedy-2swap, 14136222, 21886, 15586532, 180, 68064 
tai80a, greedy-2swap, 14055748, 16454, 15682756, 173, 50218 
tai80a, greedy-2swap, 13978248, 20565, 15593468, 197, 62083 
tai80a, greedy-2swap, 14028742, 26387, 15754810, 206, 79515 
tai80a, greedy-2swap, 14014506, 17666, 15781844, 187, 52158 
tai80a, greedy-2swap, 14078360, 17906, 15625068, 161, 49417 
tai80a, greedy-2swap, 14190386, 6615, 15588172, 147, 16689 
tai80a, greedy-2swap, 14116542, 15834, 15551390, 159, 39644 
tai80a, greedy-2swap, 14069102, 15915, 15594260, 153, 45790 
tai80a, greedy-2swap, 13993178, 29771, 15494756, 178, 89714 
tai80a, greedy-3swap, 13884016, 243419, 15744412, 241, 563588 
tai80a, greedy-3swap, 13894478, 167381, 15683414, 221, 330993 
tai80a, greedy-3swap, 13827410, 245495, 15672066, 206, 556922 
tai80a, greedy-3swap, 13942974, 225193, 15478440, 214, 530855 
tai80a, greedy-3swap, 13886822, 254752, 15564644, 215, 631481 
tai80a, greedy-3swap, 13969756, 181673, 15573072, 186, 371498 
tai80a, greedy-3swap, 13989978, 107798, 15697794, 207, 154232 
tai80a, greedy-3swap, 13863996, 231076, 15694786, 242, 553700 
tai80a, greedy-3swap, 13925068, 156382, 15595522, 213, 305667 
tai80a, greedy-3swap, 13913648, 196349, 15625832, 220, 446014 
tai80a, steepest-2swap, 13951296, 66862, 15568770, 63, 199080 
tai80a, steepest-2swap, 14037736, 55483, 15551424, 54, 170640 
tai80a, steepest-2swap, 14122796, 40833, 15644048, 39, 123240 
tai80a, steepest-2swap, 13989768, 49153, 15606634, 48, 151680 
tai80a, steepest-2swap, 13963774, 55623, 15619946, 52, 164320 
tai80a, steepest-2swap, 14177900, 43284, 15633648, 42, 132720 
tai80a, steepest-2swap, 14019306, 54246, 15582670, 53, 167480 
tai80a, steepest-2swap, 14040276, 49932, 15686094, 49, 154840 
tai80a, steepest-2swap, 14086510, 53341, 15687622, 53, 167480 
tai80a, steepest-2swap, 14114418, 48422, 15559818, 46, 145360 
tai80a, steepest-3swap, 13849814, 2682798, 15651806, 47, 7871560 
tai80a, steepest-3swap, 14014360, 1837308, 15641234, 32, 5359360 
tai80a, steepest-3swap, 13997968, 2241062, 15610494, 39, 6531720 
tai80a, steepest-3swap, 13933402, 2789475, 15594516, 45, 7536600 
tai80a, steepest-3swap, 14008582, 2447907, 15522044, 37, 6196760 
tai80a, steepest-3swap, 13848802, 2621863, 15396964, 50, 8374000 
tai80a, steepest-3swap, 13976802, 1813319, 15559440, 34, 5694320 
tai80a, steepest-3swap, 13944984, 2536884, 15599264, 34, 5694320 
tai80a, steepest-3swap, 14031748, 2426284, 15654070, 33, 5526840 
tai80a, steepest-3swap, 13997990, 2662066, 15719736, 35, 5861800 
tai60a, tabu-2swap, 7493430, 145200, 8537690, 300, 531000 
tai60a, tabu-2swap, 7602156, 140340, 8590866, 300, 531000 
tai60a, tabu-2swap, 7559054, 145198, 8454070, 300, 531000 
tai60a, tabu-2swap, 7437056, 142622, 8619944, 300, 531000 
tai60a, tabu-2swap, 7531398, 141761, 8655624, 300, 531000 
tai60a, tabu-2swap, 7633766, 132611, 8466580, 300, 531000 
tai60a, tabu-2swap, 7539488, 130925, 8467000, 300, 531000 
tai60a, tabu-2swap, 7560520, 132141, 8552374, 300, 531000 
tai60a, tabu-2swap, 7557054, 130332, 8445084, 300, 531000 
tai60a, tabu-2swap, 7492092, 132199, 8529970, 300, 531000 
tai80a, tabu-2swap, 14065028, 426762, 15773410, 300, 948000 
tai80a, tabu-2swap, 13987200, 411498, 15616100, 300, 948000 
tai80a, tabu-2swap, 14024876, 390963, 15566014, 300, 948000 
tai80a, tabu-2swap, 14046826, 394940, 15674364, 300, 948000 
tai80a, tabu-2swap, 14149240, 390857, 15762308, 300, 948000 
tai80a, tabu-2swap, 13963580, 391418, 15494396, 300, 948000 
tai80a, tabu-2swap, 14119246, 393057, 15539832, 300, 948000 
tai80a, tabu-2swap, 14044986, 389641, 15689914, 300, 948000 
tai80a, tabu-2swap, 14076070, 391313, 15619618, 300, 948000 
tai80a, tabu-2swap, 13975140, 390378, 15397626, 300, 948000
chr12b, simAnn-2swap, 16534, 687, 61716, 931, 931 
chr12b, simAnn-2swap, 12962, 228, 25664, 937, 937 
chr12b, simAnn-2swap, 14224, 159, 39550, 899, 899 
chr12b, simAnn-2swap, 14762, 114, 47034, 899, 899 
chr12b, simAnn-2swap, 13608, 160, 54282, 897, 897 
chr12b, simAnn-2swap, 10766, 73, 45324, 868, 868 
chr12b, simAnn-2swap, 13170, 88, 43948, 904, 904 
chr12b, simAnn-2swap, 13126, 72, 46210, 885, 885 
chr12b, simAnn-2swap, 9742, 55, 44074, 884, 884 
chr12b, simAnn-2swap, 17720, 53, 57742, 910, 910 
had12, simAnn-2swap, 1666, 42, 1986, 393, 393 
had12, simAnn-2swap, 1664, 71, 1882, 359, 359 
had12, simAnn-2swap, 1678, 46, 1984, 399, 399 
had12, simAnn-2swap, 1662, 29, 1858, 371, 371 
had12, simAnn-2swap, 1652, 83, 1946, 396, 396 
had12, simAnn-2swap, 1660, 18, 1902, 375, 375 
had12, simAnn-2swap, 1662, 35, 1852, 367, 367 
had12, simAnn-2swap, 1692, 47, 1980, 375, 375 
had12, simAnn-2swap, 1654, 23, 1836, 367, 367 
had12, simAnn-2swap, 1690, 19, 1964, 379, 379 
bur26a, simAnn-2swap, 5439884, 190, 5747719, 1093, 1093 
bur26a, simAnn-2swap, 5439115, 270, 6020390, 1112, 1112 
bur26a, simAnn-2swap, 5435965, 177, 5930023, 1053, 1053 
bur26a, simAnn-2swap, 5451762, 165, 5892835, 1110, 1110 
bur26a, simAnn-2swap, 5441941, 568, 6049014, 1111, 1111 
bur26a, simAnn-2swap, 5447727, 178, 5814583, 1087, 1087 
bur26a, simAnn-2swap, 5458496, 176, 6145591, 1112, 1112 
bur26a, simAnn-2swap, 5452256, 172, 5881913, 1124, 1124 
bur26a, simAnn-2swap, 5441211, 144, 5861913, 1103, 1103 
bur26a, simAnn-2swap, 5448719, 162, 5790198, 1068, 1068 
esc32f, simAnn-2swap, 2, 40, 66, 160, 160 
esc32f, simAnn-2swap, 2, 49, 42, 189, 189 
esc32f, simAnn-2swap, 2, 36, 28, 160, 160 
esc32f, simAnn-2swap, 2, 40, 50, 189, 189 
esc32f, simAnn-2swap, 10, 32, 56, 160, 160 
esc32f, simAnn-2swap, 2, 32, 52, 120, 120 
esc32f, simAnn-2swap, 2, 34, 40, 120, 120 
esc32f, simAnn-2swap, 2, 44, 38, 211, 211 
esc32f, simAnn-2swap, 2, 45, 54, 189, 189 
esc32f, simAnn-2swap, 2, 52, 62, 211, 211 
tai40b, simAnn-2swap, 693989958, 599, 1158374016, 1681, 1681 
tai40b, simAnn-2swap, 751425856, 604, 1118277962, 1715, 1715 
tai40b, simAnn-2swap, 689505761, 597, 1170489570, 1740, 1740 
tai40b, simAnn-2swap, 737295518, 591, 1186390727, 1703, 1703 
tai40b, simAnn-2swap, 718168788, 545, 1112136338, 1704, 1704 
tai40b, simAnn-2swap, 713203403, 613, 1079636235, 1723, 1723 
tai40b, simAnn-2swap, 695245549, 619, 1214411120, 1736, 1736 
tai40b, simAnn-2swap, 735897839, 594, 1145919996, 1720, 1720 
tai40b, simAnn-2swap, 723579478, 592, 1093940299, 1674, 1674 
tai40b, simAnn-2swap, 690618643, 652, 1120079172, 1712, 1712
tai50b, simAnn-2swap, 486743236, 2364, 834168637, 1648, 1648 
tai50b, simAnn-2swap, 498907405, 1481, 755624957, 1651, 1651 
tai50b, simAnn-2swap, 490886993, 941, 807838020, 1631, 1631 
tai50b, simAnn-2swap, 487536265, 1029, 822155205, 1595, 1595 
tai50b, simAnn-2swap, 485994034, 937, 772125648, 1666, 1666 
tai50b, simAnn-2swap, 501729945, 1169, 785561439, 1640, 1640 
tai50b, simAnn-2swap, 511554979, 1053, 817014175, 1625, 1625 
tai50b, simAnn-2swap, 509820501, 1417, 809778929, 1608, 1608 
tai50b, simAnn-2swap, 490159972, 1443, 776570262, 1662, 1662 
tai50b, simAnn-2swap, 482739912, 966, 821934461, 1628, 1628 
tai60a, simAnn-2swap, 7749002, 799, 8609022, 1019, 1019 
tai60a, simAnn-2swap, 7753556, 775, 8502562, 1026, 1026 
tai60a, simAnn-2swap, 7734542, 802, 8508354, 1032, 1032 
tai60a, simAnn-2swap, 7775416, 774, 8531080, 1028, 1028 
tai60a, simAnn-2swap, 7738176, 833, 8409544, 1061, 1061 
tai60a, simAnn-2swap, 7761212, 815, 8500766, 1036, 1036 
tai60a, simAnn-2swap, 7776476, 837, 8544310, 1038, 1038 
tai60a, simAnn-2swap, 7775634, 839, 8598190, 1065, 1065 
tai60a, simAnn-2swap, 7728610, 817, 8640846, 1034, 1034 
tai60a, simAnn-2swap, 7772580, 786, 8499012, 1032, 1032 
tai80a, simAnn-2swap, 14538008, 1496, 15533326, 1054, 1054 
tai80a, simAnn-2swap, 14475438, 1451, 15526930, 1047, 1047 
tai80a, simAnn-2swap, 14361286, 1469, 15602064, 1047, 1047 
tai80a, simAnn-2swap, 14497470, 1462, 15580052, 1050, 1050 
tai80a, simAnn-2swap, 14457926, 1615, 15645510, 1054, 1054 
tai80a, simAnn-2swap, 14532450, 1556, 15616314, 1053, 1053 
tai80a, simAnn-2swap, 14509476, 1470, 15685046, 1037, 1037 
tai80a, simAnn-2swap, 14567454, 1616, 15699244, 1048, 1048 
tai80a, simAnn-2swap, 14594446, 1680, 15597188, 1057, 1057 
tai80a, simAnn-2swap, 14511150, 2011, 15586592, 1048, 1048
chr12b, simAnn-3swap, 16554, 1331, 41898, 938, 938 
chr12b, simAnn-3swap, 10102, 216, 51154, 904, 904 
chr12b, simAnn-3swap, 13378, 269, 44092, 890, 890 
chr12b, simAnn-3swap, 15486, 264, 31980, 939, 939 
chr12b, simAnn-3swap, 10602, 250, 40490, 914, 914 
chr12b, simAnn-3swap, 16508, 159, 54250, 945, 945 
chr12b, simAnn-3swap, 13500, 163, 41976, 900, 900 
chr12b, simAnn-3swap, 12484, 483, 54574, 929, 929 
chr12b, simAnn-3swap, 9790, 260, 40888, 917, 917 
chr12b, simAnn-3swap, 14780, 169, 44438, 882, 882 
had12, simAnn-3swap, 1682, 66, 1850, 367, 367 
had12, simAnn-3swap, 1678, 72, 1862, 383, 383 
had12, simAnn-3swap, 1666, 57, 1842, 383, 383 
had12, simAnn-3swap, 1680, 70, 1914, 389, 389 
had12, simAnn-3swap, 1688, 61, 1802, 428, 428 
had12, simAnn-3swap, 1660, 61, 1922, 418, 418 
had12, simAnn-3swap, 1680, 60, 1866, 363, 363 
had12, simAnn-3swap, 1676, 58, 1870, 375, 375 
had12, simAnn-3swap, 1704, 64, 1872, 386, 386 
had12, simAnn-3swap, 1656, 58, 1858, 371, 371 
bur26a, simAnn-3swap, 5453940, 1535, 6046183, 1123, 1123 
bur26a, simAnn-3swap, 5458595, 1478, 5807152, 1074, 1074 
bur26a, simAnn-3swap, 5443427, 1578, 6014916, 1144, 1144 
bur26a, simAnn-3swap, 5448078, 1548, 5890911, 1102, 1102 
bur26a, simAnn-3swap, 5452462, 1623, 6051913, 1175, 1175 
bur26a, simAnn-3swap, 5468822, 1617, 5780536, 1126, 1126 
bur26a, simAnn-3swap, 5446750, 1630, 6058562, 1157, 1157 
bur26a, simAnn-3swap, 5443884, 1535, 5916657, 1139, 1139 
bur26a, simAnn-3swap, 5457749, 1570, 6043257, 1106, 1106 
bur26a, simAnn-3swap, 5448220, 1570, 6177828, 1137, 1137 
esc32f, simAnn-3swap, 2, 651, 50, 245, 245 
esc32f, simAnn-3swap, 2, 453, 34, 189, 189 
esc32f, simAnn-3swap, 2, 583, 70, 229, 229 
esc32f, simAnn-3swap, 2, 731, 64, 270, 270 
esc32f, simAnn-3swap, 2, 483, 38, 189, 189 
esc32f, simAnn-3swap, 6, 469, 48, 189, 189 
esc32f, simAnn-3swap, 2, 378, 44, 160, 160 
esc32f, simAnn-3swap, 2, 682, 64, 258, 258 
esc32f, simAnn-3swap, 6, 562, 36, 211, 211 
esc32f, simAnn-3swap, 2, 535, 70, 211, 211 
tai40b, simAnn-3swap, 719379028, 8592, 1088698816, 1740, 1740 
tai40b, simAnn-3swap, 744385425, 8779, 1135877339, 1722, 1722 
tai40b, simAnn-3swap, 718180120, 9040, 1192311652, 1728, 1728 
tai40b, simAnn-3swap, 727714863, 8872, 1197823456, 1727, 1727 
tai40b, simAnn-3swap, 689325863, 9053, 981220368, 1754, 1754 
tai40b, simAnn-3swap, 698382812, 8842, 1108425185, 1747, 1747 
tai40b, simAnn-3swap, 693369391, 8872, 1123048807, 1730, 1730 
tai40b, simAnn-3swap, 675515293, 8566, 1077357735, 1745, 1745 
tai40b, simAnn-3swap, 709082858, 8821, 1023541888, 1734, 1734 
tai40b, simAnn-3swap, 736916067, 8762, 1135171291, 1714, 1714 
tai50b, simAnn-3swap, 494488473, 17045, 872907432, 1697, 1697 
tai50b, simAnn-3swap, 498173524, 16844, 730247217, 1671, 1671 
tai50b, simAnn-3swap, 519460094, 16732, 767574003, 1659, 1659 
tai50b, simAnn-3swap, 514817588, 17428, 839250838, 1683, 1683 
tai50b, simAnn-3swap, 502292908, 16601, 788620551, 1694, 1694 
tai50b, simAnn-3swap, 494083932, 16867, 817013640, 1685, 1685 
tai50b, simAnn-3swap, 523278054, 16089, 784061987, 1652, 1652 
tai50b, simAnn-3swap, 488108350, 16870, 795830403, 1695, 1695 
tai50b, simAnn-3swap, 492148480, 16920, 823746875, 1699, 1699 
tai50b, simAnn-3swap, 536398294, 16260, 735069405, 1665, 1665 
tai60a, simAnn-3swap, 7811140, 18376, 8469670, 1062, 1062 
tai60a, simAnn-3swap, 7815904, 18284, 8536966, 1042, 1042 
tai60a, simAnn-3swap, 7818520, 18366, 8510220, 1072, 1072 
tai60a, simAnn-3swap, 7855124, 18270, 8634618, 1059, 1059 
tai60a, simAnn-3swap, 7818200, 18368, 8601706, 1057, 1057 
tai60a, simAnn-3swap, 7836398, 18003, 8585042, 1060, 1060 
tai60a, simAnn-3swap, 7773946, 17927, 8582890, 1059, 1059 
tai60a, simAnn-3swap, 7771318, 18770, 8513052, 1066, 1066 
tai60a, simAnn-3swap, 7783184, 18459, 8385322, 1068, 1068 
tai60a, simAnn-3swap, 7839818, 17711, 8556114, 1051, 1051 
tai80a, simAnn-3swap, 14660404, 46063, 15651084, 1086, 1086 
tai80a, simAnn-3swap, 14536780, 45941, 15512058, 1077, 1077 
tai80a, simAnn-3swap, 14631700, 43374, 15672296, 1051, 1051 
tai80a, simAnn-3swap, 14597854, 44600, 15540444, 1062, 1062 
tai80a, simAnn-3swap, 14607580, 45953, 15550318, 1079, 1079 
tai80a, simAnn-3swap, 14659842, 46204, 15724138, 1066, 1066 
tai80a, simAnn-3swap, 14649020, 45781, 15628236, 1080, 1080 
tai80a, simAnn-3swap, 14646488, 45614, 15723302, 1077, 1077 
tai80a, simAnn-3swap, 14593208, 44597, 15516158, 1071, 1071 
tai80a, simAnn-3swap, 14646014, 43605, 15670548, 1061, 1061 

