instance, algorithm, value, runningTime, initialValue, steps, evaluatedSolutions
bur26a, steepest-3swap, 5432792, 5590, 5992233, 17, 93925 
bur26a, steepest-3swap, 5448717, 5006, 5851440, 15, 82875 
bur26a, steepest-3swap, 5434272, 4877, 5942048, 15, 82875 
bur26a, steepest-3swap, 5445040, 4828, 5930706, 15, 82875 
bur26a, steepest-3swap, 5447830, 4259, 6003548, 13, 71825 
bur26a, steepest-3swap, 5437970, 4644, 5940815, 14, 77350 
bur26a, steepest-3swap, 5430456, 4118, 5810785, 13, 71825 
bur26a, steepest-3swap, 5431727, 4393, 5936242, 15, 82875 
bur26a, steepest-3swap, 5438228, 4695, 5947882, 15, 82875 
bur26a, steepest-3swap, 5432311, 4271, 5788354, 13, 71825 
bur26a, steepest-3swap, 5437205, 4796, 6061617, 16, 88400 
bur26a, steepest-3swap, 5432458, 4238, 5962528, 14, 77350 
bur26a, steepest-3swap, 5442705, 3954, 5859317, 13, 71825 
bur26a, steepest-3swap, 5444484, 5387, 6152868, 17, 93925 
scr12, greedy-3swap, 32144, 904, 60598, 20, 286 
scr12, greedy-3swap, 32642, 60, 64050, 16, 159 
scr12, greedy-3swap, 35192, 30, 52562, 24, 356 
scr12, greedy-3swap, 32282, 38, 46152, 12, 79 
scr12, greedy-3swap, 32696, 20, 54874, 15, 198 
scr12, greedy-3swap, 32696, 43, 58398, 20, 783 
scr12, greedy-3swap, 31884, 38, 61068, 20, 644 
scr12, greedy-3swap, 33740, 54, 71464, 23, 346 
scr12, greedy-3swap, 32260, 23, 83456, 25, 400 
scr12, greedy-3swap, 32144, 18, 63796, 17, 170 
scr12, greedy-3swap, 34272, 15, 61408, 12, 105 
scr12, greedy-3swap, 32696, 23, 56206, 13, 216 
scr12, greedy-3swap, 33750, 17, 74544, 19, 305 
scr12, greedy-3swap, 34226, 26, 50116, 19, 804 
scr12, greedy-3swap, 35138, 28, 51176, 12, 445 
scr12, greedy-3swap, 31884, 24, 52224, 10, 106 
scr12, greedy-3swap, 32696, 33, 61578, 24, 225 
scr12, greedy-3swap, 31410, 37, 62102, 24, 349 
scr12, greedy-3swap, 32260, 21, 73022, 14, 159 
scr12, greedy-3swap, 32236, 20, 65268, 21, 218 
scr12, greedy-3swap, 35192, 15, 54448, 16, 257 
scr12, greedy-3swap, 31884, 18, 67280, 14, 449 
scr12, greedy-3swap, 32626, 19, 55280, 21, 210 
scr12, greedy-3swap, 34070, 16, 72728, 19, 204 
scr12, greedy-3swap, 33380, 22, 61268, 20, 462 
scr12, greedy-3swap, 32976, 26, 51884, 16, 742 
scr12, greedy-3swap, 32624, 9, 66074, 17, 274 
scr12, greedy-3swap, 31884, 26, 66112, 18, 1042 
scr12, greedy-3swap, 32996, 10, 53856, 14, 100 
scr12, greedy-3swap, 33158, 21, 55924, 26, 518 
scr12, greedy-3swap, 32624, 19, 70274, 19, 344 
scr12, greedy-3swap, 32642, 25, 51030, 20, 229 
scr12, greedy-3swap, 31410, 21, 58568, 16, 128 
scr12, greedy-3swap, 34272, 31, 54804, 14, 168 
scr12, greedy-3swap, 35138, 43, 45758, 19, 287 
scr12, greedy-3swap, 33498, 29, 50382, 12, 227 
scr12, greedy-3swap, 32642, 22, 46042, 13, 211 
scr12, greedy-3swap, 34062, 31, 62398, 18, 307 
scr12, greedy-3swap, 33100, 26, 59160, 15, 123 
scr12, greedy-3swap, 33158, 34, 57024, 16, 290 
scr12, greedy-3swap, 34062, 21, 52754, 16, 684 
scr12, greedy-3swap, 33800, 7, 43756, 12, 140 
scr12, greedy-3swap, 32996, 7, 69056, 18, 140 
scr12, greedy-3swap, 33380, 7, 50126, 18, 179 
scr12, greedy-3swap, 34062, 7, 74730, 18, 178 
scr12, greedy-3swap, 33446, 18, 60756, 16, 629 
scr12, greedy-3swap, 32236, 16, 53968, 17, 341 
scr12, greedy-3swap, 31410, 14, 68776, 13, 221 
scr12, greedy-3swap, 34062, 15, 58538, 21, 356 
scr12, greedy-3swap, 32626, 7, 45830, 7, 85 
scr12, greedy-3swap, 34326, 20, 51958, 12, 581 
scr12, greedy-3swap, 33800, 24, 64898, 24, 746 
scr12, greedy-3swap, 31410, 10, 53912, 14, 242 
scr12, greedy-3swap, 31884, 12, 69742, 17, 632 
scr12, greedy-3swap, 33406, 15, 50198, 18, 591 
scr12, greedy-3swap, 32624, 12, 60350, 18, 451 
scr12, greedy-3swap, 32624, 17, 59318, 18, 530 
scr12, greedy-3swap, 35186, 9, 82578, 18, 136 
scr12, greedy-3swap, 32996, 12, 60178, 19, 288 
scr12, greedy-3swap, 32144, 14, 56112, 13, 274 
scr12, greedy-3swap, 32696, 11, 46318, 10, 154 
scr12, greedy-3swap, 34672, 10, 53904, 15, 79 
scr12, greedy-3swap, 33758, 11, 60230, 19, 200 
scr12, greedy-3swap, 35190, 13, 76440, 20, 117 
scr12, greedy-3swap, 34616, 19, 52542, 17, 504 
scr12, greedy-3swap, 34088, 17, 58416, 10, 295 
scr12, greedy-3swap, 31884, 42, 58956, 14, 267 
scr12, greedy-3swap, 31410, 20, 52162, 20, 698 
scr12, greedy-3swap, 32144, 17, 46578, 6, 94 
scr12, greedy-3swap, 34062, 43, 60758, 27, 474 
scr12, greedy-3swap, 32976, 25, 74368, 22, 177 
scr12, greedy-3swap, 32236, 34, 61588, 22, 194 
scr12, greedy-3swap, 31884, 21, 58094, 12, 97 
scr12, greedy-3swap, 34062, 38, 71608, 24, 344 
scr12, greedy-3swap, 34616, 46, 58592, 18, 287 
scr12, greedy-3swap, 31884, 118, 57638, 18, 1052 
scr12, greedy-3swap, 34616, 18, 61160, 23, 432 
scr12, greedy-3swap, 33742, 17, 47192, 7, 130 
scr12, greedy-3swap, 32282, 19, 68862, 20, 167 
scr12, greedy-3swap, 32624, 38, 51550, 28, 1507 
scr12, greedy-3swap, 32282, 13, 52642, 13, 255 
scr12, greedy-3swap, 32624, 24, 38210, 11, 768 
scr12, greedy-3swap, 34792, 22, 54594, 15, 744 
scr12, greedy-3swap, 33742, 15, 57276, 14, 219 
scr12, greedy-3swap, 34862, 16, 61524, 12, 102 
scr12, greedy-3swap, 33740, 11, 59484, 16, 223 
scr12, greedy-3swap, 32624, 12, 70714, 24, 520 
scr12, greedy-3swap, 32976, 9, 55990, 8, 119 
scr12, greedy-3swap, 32626, 15, 69506, 23, 397 
scr12, greedy-3swap, 34792, 12, 54482, 24, 270 
scr12, greedy-3swap, 34616, 18, 47470, 13, 955 
scr12, greedy-3swap, 33158, 15, 68842, 31, 454 
scr12, greedy-3swap, 32642, 11, 55202, 19, 295 
scr12, greedy-3swap, 32976, 22, 62268, 23, 798 
scr12, greedy-3swap, 33632, 13, 49596, 8, 201 
scr12, greedy-3swap, 31410, 13, 43096, 7, 78 
scr12, greedy-3swap, 31884, 32, 47942, 13, 618 
scr12, greedy-3swap, 32696, 44, 63196, 27, 876 
scr12, greedy-3swap, 33158, 19, 46586, 17, 373 
scr12, greedy-3swap, 33632, 12, 56114, 11, 174 
scr12, greedy-3swap, 32642, 6, 66830, 14, 112 
scr12, greedy-3swap, 31410, 13, 47028, 16, 246 
scr12, greedy-3swap, 32144, 15, 67312, 28, 255 
scr12, greedy-3swap, 32642, 29, 70160, 21, 162 
scr12, greedy-3swap, 32696, 20, 54486, 17, 923 
scr12, greedy-3swap, 31410, 25, 69678, 22, 576 
scr12, greedy-3swap, 33414, 16, 67140, 15, 165 
scr12, greedy-3swap, 32642, 21, 47118, 11, 181 
scr12, greedy-3swap, 34616, 25, 70024, 16, 170 
scr12, greedy-3swap, 31410, 15, 77890, 19, 212 
scr12, greedy-3swap, 33302, 17, 66314, 16, 255 
scr12, greedy-3swap, 32696, 35, 49512, 21, 830 
scr12, greedy-3swap, 33158, 12, 59096, 16, 179 
scr12, greedy-3swap, 32624, 48, 52716, 19, 967 
scr12, greedy-3swap, 32626, 18, 56102, 25, 245 
scr12, greedy-3swap, 32282, 14, 55538, 17, 133 
scr12, greedy-3swap, 32642, 7, 58868, 16, 87 
scr12, greedy-3swap, 31410, 23, 61270, 20, 201 
scr12, greedy-3swap, 32642, 17, 44046, 9, 76 
scr12, greedy-3swap, 33158, 30, 60078, 27, 498 
scr12, greedy-3swap, 32758, 28, 64050, 19, 347 
scr12, greedy-3swap, 32236, 41, 75696, 18, 176 
scr12, greedy-3swap, 33158, 30, 57698, 16, 302 
scr12, greedy-3swap, 33414, 34, 52736, 13, 121 
scr12, greedy-3swap, 32624, 58, 49844, 15, 479 
scr12, greedy-3swap, 33750, 41, 53460, 16, 336 
scr12, greedy-3swap, 32976, 75, 60708, 20, 708 
scr12, greedy-3swap, 32758, 30, 60440, 17, 291 
scr12, greedy-3swap, 31884, 27, 56064, 19, 178 
scr12, greedy-3swap, 35150, 22, 56738, 17, 112 
scr12, greedy-3swap, 34616, 42, 51970, 13, 488 
scr12, greedy-3swap, 32260, 18, 71914, 10, 144 
scr12, greedy-3swap, 33750, 13, 50476, 11, 195 
scr12, greedy-3swap, 34062, 9, 60636, 13, 355 
scr12, greedy-3swap, 34226, 6, 55972, 5, 23 
scr12, greedy-3swap, 31884, 19, 49792, 16, 564 
scr12, greedy-3swap, 31410, 12, 50250, 14, 197 
scr12, greedy-3swap, 34792, 11, 58522, 10, 160 
scr12, greedy-3swap, 35406, 17, 54376, 23, 820 
scr12, greedy-3swap, 32976, 13, 58412, 25, 236 
scr12, greedy-3swap, 32976, 15, 65474, 18, 372 
scr12, greedy-3swap, 32758, 11, 66314, 18, 146 
scr12, greedy-3swap, 32236, 19, 49942, 9, 608 
scr12, greedy-3swap, 33868, 12, 54684, 19, 397 
scr12, greedy-3swap, 32626, 9, 57424, 11, 142 
scr12, greedy-3swap, 32624, 13, 63920, 21, 342 
scr12, greedy-3swap, 32758, 11, 52970, 15, 84 
scr12, greedy-3swap, 33868, 12, 48470, 19, 196 
scr12, greedy-3swap, 34062, 16, 48882, 14, 379 
scr12, greedy-3swap, 32758, 10, 79654, 19, 153 
scr12, greedy-3swap, 34062, 14, 60174, 22, 312 
scr12, greedy-3swap, 31884, 12, 59608, 17, 206 
scr12, greedy-3swap, 36440, 12, 59966, 17, 341 
scr12, greedy-3swap, 34060, 10, 58046, 13, 187 
scr12, greedy-3swap, 32624, 8, 63642, 20, 248 
scr12, greedy-3swap, 31410, 20, 60360, 19, 616 
scr12, greedy-3swap, 34062, 18, 62624, 25, 446 
scr12, greedy-3swap, 31884, 15, 63038, 20, 218 
scr12, greedy-3swap, 32236, 15, 49146, 21, 206 
scr12, greedy-3swap, 32976, 27, 47488, 19, 299 
scr12, greedy-3swap, 32624, 89, 55080, 23, 953 
scr12, greedy-3swap, 34616, 18, 55076, 10, 462 
scr12, greedy-3swap, 32624, 12, 58130, 16, 351 
scr12, greedy-3swap, 33740, 11, 68490, 16, 137 
scr12, greedy-3swap, 31410, 9, 57086, 21, 211 
scr12, greedy-3swap, 32696, 21, 60086, 25, 743 
scr12, greedy-3swap, 31410, 12, 61008, 20, 354 
scr12, greedy-3swap, 32282, 15, 66578, 14, 396 
scr12, greedy-3swap, 34060, 11, 55720, 16, 145 
scr12, greedy-3swap, 34226, 13, 55068, 16, 271 
scr12, greedy-3swap, 31410, 13, 66402, 22, 235 
scr12, greedy-3swap, 35138, 12, 58764, 12, 165 
scr12, greedy-3swap, 33380, 12, 51588, 11, 159 
scr12, greedy-3swap, 31884, 14, 54696, 17, 272 
scr12, greedy-3swap, 32696, 12, 50740, 18, 359 
scr12, greedy-3swap, 32624, 26, 54076, 27, 1505 
scr12, greedy-3swap, 33758, 9, 57286, 17, 340 
scr12, greedy-3swap, 31410, 6, 55676, 14, 108 
scr12, greedy-3swap, 36440, 6, 53062, 13, 102 
scr12, greedy-3swap, 32236, 6, 56218, 13, 157 
scr12, greedy-3swap, 33158, 18, 56366, 29, 653 
scr12, greedy-3swap, 32236, 16, 57740, 18, 336 
scr12, greedy-3swap, 34272, 11, 55434, 12, 80 
scr12, greedy-3swap, 33406, 12, 54456, 16, 148 
scr12, greedy-3swap, 33100, 14, 53344, 13, 311 
scr12, greedy-3swap, 31884, 9, 57562, 13, 151 
scr12, greedy-3swap, 32642, 18, 50042, 15, 453 
scr12, greedy-3swap, 33740, 15, 64192, 19, 315 
scr12, greedy-3swap, 32696, 24, 59796, 31, 484 
scr12, greedy-3swap, 32282, 9, 53416, 12, 100 
scr12, greedy-3swap, 32624, 10, 66270, 28, 277 
scr12, greedy-3swap, 32976, 7, 50896, 11, 146 
scr12, greedy-3swap, 34062, 12, 62418, 15, 516 
scr12, greedy-3swap, 32642, 13, 48410, 16, 266 
scr12, greedy-3swap, 34070, 8, 48670, 19, 144 
scr12, greedy-3swap, 33100, 7, 60366, 18, 138 
scr12, greedy-3swap, 31884, 8, 52212, 12, 273 
scr12, greedy-3swap, 33158, 10, 70380, 19, 475 
scr12, greedy-3swap, 33100, 10, 60468, 12, 92 
scr12, greedy-3swap, 32624, 17, 70596, 23, 287 
scr12, greedy-3swap, 33740, 16, 58112, 21, 310 
scr12, greedy-3swap, 33310, 14, 65612, 16, 309 
scr12, greedy-3swap, 33800, 11, 50460, 13, 134 
scr12, greedy-3swap, 33158, 16, 56450, 21, 342 
scr12, greedy-3swap, 32624, 52, 45490, 21, 1472 
scr12, greedy-3swap, 32976, 10, 57634, 18, 154 
scr12, greedy-3swap, 32292, 14, 54746, 18, 357 
scr12, greedy-3swap, 31884, 7, 64674, 8, 149 
scr12, greedy-3swap, 32624, 16, 51290, 22, 344 
scr12, greedy-3swap, 34296, 11, 62160, 17, 107 
scr12, greedy-3swap, 33740, 14, 58414, 19, 289 
scr12, greedy-3swap, 32696, 11, 41248, 14, 145 
scr12, greedy-3swap, 32144, 15, 51142, 21, 344 
scr12, greedy-3swap, 31410, 14, 49980, 22, 260 
scr12, greedy-3swap, 34894, 21, 71302, 19, 687 
scr12, greedy-3swap, 32144, 13, 71388, 24, 227 
scr12, greedy-3swap, 32696, 23, 61506, 21, 811 
scr12, greedy-3swap, 33158, 13, 50556, 12, 269 
scr12, greedy-3swap, 32696, 12, 59202, 20, 162 
scr12, greedy-3swap, 32976, 15, 59806, 21, 376 
scr12, greedy-3swap, 33158, 16, 77092, 24, 422 
scr12, greedy-3swap, 31410, 12, 48264, 14, 183 
scr12, greedy-3swap, 34062, 16, 55342, 21, 697 
scr12, greedy-3swap, 34616, 11, 57928, 15, 589 
scr12, greedy-3swap, 32282, 7, 53260, 21, 246 
scr12, greedy-3swap, 33758, 12, 55150, 19, 230 
scr12, greedy-3swap, 31884, 28, 56054, 18, 1106 
scr12, greedy-3swap, 34226, 19, 58676, 13, 595 
scr12, greedy-3swap, 35406, 18, 55038, 16, 536 
scr12, greedy-3swap, 33158, 14, 62176, 25, 281 
scr12, greedy-3swap, 32758, 12, 39370, 8, 180 
scr12, greedy-3swap, 32626, 14, 51678, 24, 343 
scr12, greedy-3swap, 34110, 6, 42650, 9, 154 
scr12, greedy-3swap, 33380, 11, 71396, 14, 236 
scr12, greedy-3swap, 31410, 13, 45964, 19, 315 
scr12, greedy-3swap, 33380, 7, 62128, 16, 187 
scr12, greedy-3swap, 33758, 10, 52152, 16, 257 
scr12, greedy-3swap, 33758, 10, 55914, 21, 284 
scr12, greedy-3swap, 32144, 9, 52146, 22, 317 
scr12, greedy-3swap, 32626, 12, 57056, 20, 182 
scr12, greedy-3swap, 34070, 13, 52998, 17, 192 
scr12, greedy-3swap, 32758, 8, 63358, 19, 153 
scr12, greedy-3swap, 33158, 8, 47962, 10, 369 
scr12, greedy-3swap, 36454, 8, 53360, 15, 200 
scr12, greedy-3swap, 34272, 12, 55040, 17, 153 
scr12, greedy-3swap, 34296, 10, 65356, 10, 63 
scr12, greedy-3swap, 32626, 12, 51166, 18, 167 
scr12, greedy-3swap, 35138, 16, 76594, 20, 680 
scr12, greedy-3swap, 33740, 9, 52354, 18, 168 
scr12, greedy-3swap, 33158, 8, 73062, 19, 270 
scr12, greedy-3swap, 34062, 16, 50536, 17, 660 
scr12, greedy-3swap, 34792, 13, 59318, 19, 199 
scr12, greedy-3swap, 32236, 12, 65328, 17, 205 
scr12, greedy-3swap, 35138, 25, 57394, 25, 957 
scr12, greedy-3swap, 33100, 15, 64748, 26, 287 
scr12, greedy-3swap, 33310, 15, 68930, 21, 317 
scr12, greedy-3swap, 34640, 14, 73410, 12, 343 
scr12, greedy-3swap, 35138, 19, 56358, 14, 664 
scr12, greedy-3swap, 34932, 10, 76788, 16, 207 
scr12, greedy-3swap, 33758, 10, 59750, 19, 170 
scr12, greedy-3swap, 33740, 10, 49380, 7, 94 
scr12, greedy-3swap, 32292, 10, 61876, 16, 100 
scr12, greedy-3swap, 31410, 7, 68256, 19, 236 
scr12, greedy-3swap, 32144, 6, 49686, 12, 145 
scr12, greedy-3swap, 34672, 8, 52642, 12, 73 
scr12, greedy-3swap, 34616, 12, 56508, 12, 285 
scr12, greedy-3swap, 34088, 7, 58446, 15, 202 
scr12, greedy-3swap, 32624, 11, 46208, 16, 143 
scr12, greedy-3swap, 32624, 11, 53868, 13, 129 
scr12, greedy-3swap, 32624, 28, 52450, 18, 1122 
scr12, greedy-3swap, 35036, 13, 57162, 18, 248 
scr12, greedy-3swap, 32996, 13, 54064, 13, 233 
scr12, greedy-3swap, 34070, 14, 65226, 31, 447 
scr12, greedy-3swap, 31884, 19, 54964, 23, 1185 
scr12, greedy-3swap, 33864, 10, 50536, 10, 61 
scr12, greedy-3swap, 31410, 11, 50648, 11, 167 
scr12, greedy-3swap, 33740, 12, 73150, 14, 171 
scr12, greedy-3swap, 33158, 13, 64942, 11, 286 
scr12, greedy-3swap, 32976, 10, 53042, 12, 216 
scr12, greedy-3swap, 34062, 13, 73408, 24, 640 
scr12, greedy-3swap, 34226, 11, 43264, 8, 515 
scr12, greedy-3swap, 32624, 16, 47164, 15, 860 
scr12, greedy-3swap, 32236, 15, 56066, 16, 360 
scr12, greedy-3swap, 33158, 19, 66192, 27, 556 
scr12, greedy-3swap, 35150, 11, 68276, 12, 133 
scr12, greedy-3swap, 32292, 11, 80446, 18, 92 
scr12, greedy-3swap, 32976, 11, 56714, 13, 120 
scr12, greedy-3swap, 32642, 15, 69744, 16, 338 
scr12, greedy-3swap, 33158, 16, 64222, 27, 369 
scr12, greedy-3swap, 34088, 13, 57730, 15, 226 
scr12, greedy-3swap, 32976, 24, 57452, 23, 863 
scr12, greedy-3swap, 33476, 13, 82852, 25, 221 
scr12, greedy-3swap, 31884, 14, 62724, 18, 300 
scr12, greedy-3swap, 32696, 12, 45554, 14, 205 
scr12, greedy-3swap, 34296, 21, 51770, 11, 748 
scr12, greedy-3swap, 33414, 10, 79600, 15, 69 
scr12, greedy-3swap, 32758, 12, 50202, 19, 152 
scr12, greedy-3swap, 32976, 11, 66950, 21, 174 
scr12, greedy-3swap, 32626, 11, 46566, 11, 171 
scr12, greedy-3swap, 33158, 19, 59458, 18, 571 
scr12, greedy-3swap, 35712, 9, 51974, 9, 82 
scr12, greedy-3swap, 33406, 17, 62034, 22, 559 
scr12, greedy-3swap, 31410, 9, 56168, 10, 95 
scr12, greedy-3swap, 32624, 28, 66206, 20, 603 
scr12, greedy-3swap, 32624, 20, 63586, 16, 523 
scr12, greedy-3swap, 34296, 45, 59944, 16, 1303 
scr12, greedy-3swap, 31410, 31, 60028, 29, 879 
scr12, greedy-3swap, 32260, 17, 64004, 17, 291 
scr12, greedy-3swap, 33158, 14, 62496, 20, 242 
scr12, greedy-3swap, 34060, 8, 68748, 21, 209 
scr12, greedy-3swap, 32626, 8, 69206, 12, 153 
scr12, greedy-3swap, 32976, 18, 70174, 24, 854 
scr12, greedy-3swap, 33476, 8, 39556, 4, 43 
scr12, greedy-3swap, 32976, 13, 66368, 25, 206 
scr12, greedy-3swap, 32642, 10, 57714, 18, 114 
scr12, greedy-3swap, 31410, 9, 57058, 12, 178 
scr12, greedy-3swap, 31410, 18, 57350, 22, 717 
scr12, greedy-3swap, 32260, 9, 43668, 7, 110 
scr12, greedy-3swap, 32624, 17, 52926, 18, 966 
scr12, greedy-3swap, 31884, 11, 56624, 21, 339 
scr12, greedy-3swap, 34260, 16, 58898, 24, 298 
scr12, greedy-3swap, 33158, 18, 68334, 26, 503 
scr12, greedy-3swap, 34862, 16, 53868, 13, 529 
scr12, greedy-3swap, 32144, 12, 52376, 7, 153 
scr12, greedy-3swap, 34792, 23, 60274, 20, 774 
scr12, greedy-3swap, 32696, 8, 53444, 13, 115 
scr12, greedy-3swap, 32626, 9, 67652, 19, 184 
scr12, greedy-3swap, 32642, 9, 56092, 16, 156 
scr12, greedy-3swap, 33158, 12, 53572, 15, 320 
scr12, greedy-3swap, 32144, 10, 79384, 19, 93 
scr12, greedy-3swap, 32282, 9, 64756, 12, 94 
scr12, greedy-3swap, 33444, 15, 52682, 20, 443 
scr12, greedy-3swap, 32260, 13, 55904, 14, 210 
scr12, greedy-3swap, 32996, 9, 63024, 17, 221 
scr12, greedy-3swap, 32976, 15, 57882, 21, 292 
scr12, greedy-3swap, 32696, 10, 61764, 23, 198 
scr12, greedy-3swap, 34792, 7, 65970, 18, 195 
scr12, greedy-3swap, 33158, 16, 71720, 18, 367 
scr12, greedy-3swap, 31410, 13, 81518, 18, 213 
scr12, greedy-3swap, 31410, 14, 71010, 18, 281 
scr12, greedy-3swap, 33158, 10, 60162, 19, 259 
scr12, greedy-3swap, 34944, 7, 56012, 14, 100 
scr12, greedy-3swap, 35712, 9, 66650, 19, 180 
scr12, greedy-3swap, 35824, 6, 60236, 18, 135 
scr12, greedy-3swap, 32282, 12, 68910, 12, 473 
scr12, greedy-3swap, 33158, 10, 51478, 12, 237 
scr12, greedy-3swap, 32696, 16, 47382, 11, 562 
scr12, greedy-3swap, 36574, 8, 45086, 7, 44 
scr12, greedy-3swap, 33158, 10, 54298, 16, 268 
scr12, greedy-3swap, 34616, 19, 43182, 12, 590 
scr12, steepest-3swap, 32282, 97, 63862, 4, 2024 
scr12, steepest-3swap, 32626, 63, 55876, 5, 2530 
scr12, steepest-3swap, 33158, 43, 55328, 5, 2530 
scr12, steepest-3swap, 32626, 32, 61472, 4, 2024 
scr12, steepest-3swap, 32996, 46, 63960, 6, 3036 
scr12, steepest-3swap, 32626, 74, 56752, 8, 4048 
scr12, steepest-3swap, 33632, 23, 54290, 3, 1518 
scr12, steepest-3swap, 34616, 41, 51944, 4, 2024 
scr12, steepest-3swap, 33672, 35, 62116, 3, 1518 
scr12, steepest-3swap, 33766, 32, 46314, 4, 2024 
scr12, steepest-3swap, 32696, 35, 53644, 4, 2024 
scr12, steepest-3swap, 33302, 36, 66412, 4, 2024 
scr12, steepest-3swap, 32626, 52, 70186, 5, 2530 
scr12, steepest-3swap, 31410, 43, 51836, 4, 2024 
scr12, steepest-3swap, 31410, 38, 47626, 5, 2530 
scr12, steepest-3swap, 32958, 43, 62250, 4, 2024 
scr12, steepest-3swap, 33892, 26, 47828, 2, 1012 
scr12, steepest-3swap, 32144, 50, 54790, 6, 3036 
scr12, steepest-3swap, 34318, 33, 54414, 4, 2024 
scr12, steepest-3swap, 32958, 41, 62814, 4, 2024 
scr12, steepest-3swap, 33632, 34, 52818, 5, 2530 
scr12, steepest-3swap, 32696, 61, 57188, 9, 4554 
scr12, steepest-3swap, 32490, 43, 52088, 6, 3036 
scr12, steepest-3swap, 32626, 43, 62888, 4, 2024 
scr12, steepest-3swap, 32236, 62, 85376, 6, 3036 
scr12, steepest-3swap, 32626, 55, 78270, 6, 3036 
scr12, steepest-3swap, 33100, 48, 71068, 5, 2530 
scr12, steepest-3swap, 32696, 35, 56546, 4, 2024 
scr12, steepest-3swap, 31410, 46, 61658, 6, 3036 
scr12, steepest-3swap, 31884, 60, 64320, 6, 3036 
scr12, steepest-3swap, 33758, 24, 61128, 3, 1518 
scr12, steepest-3swap, 32144, 40, 54090, 4, 2024 
scr12, steepest-3swap, 33444, 43, 63372, 4, 2024 
scr12, steepest-3swap, 33672, 43, 52434, 4, 2024 
scr12, steepest-3swap, 35186, 26, 63638, 2, 1012 
scr12, steepest-3swap, 33498, 31, 53928, 4, 2024 
scr12, steepest-3swap, 32958, 44, 58810, 6, 3036 
scr12, steepest-3swap, 32260, 19, 71532, 3, 1518 
scr12, steepest-3swap, 31410, 52, 63360, 6, 3036 
scr12, steepest-3swap, 31410, 61, 61266, 6, 3036 
scr12, steepest-3swap, 32958, 59, 53522, 6, 3036 
scr12, steepest-3swap, 32626, 41, 66088, 5, 2530 
scr12, steepest-3swap, 32976, 70, 58118, 8, 4048 
scr12, steepest-3swap, 33758, 34, 63458, 3, 1518 
scr12, steepest-3swap, 31884, 40, 55946, 4, 2024 
scr12, steepest-3swap, 33100, 41, 65786, 4, 2024 
scr12, steepest-3swap, 32624, 42, 47358, 4, 2024 
scr12, steepest-3swap, 34110, 53, 69512, 5, 2530 
scr12, steepest-3swap, 31884, 83, 54210, 8, 4048 
scr12, steepest-3swap, 32626, 72, 59950, 7, 3542 
scr12, steepest-3swap, 32958, 49, 69688, 4, 2024 
scr12, steepest-3swap, 33632, 48, 70272, 4, 2024 
scr12, steepest-3swap, 32696, 72, 72216, 6, 3036 
scr12, steepest-3swap, 32626, 51, 66544, 7, 3542 
scr12, steepest-3swap, 32996, 43, 56064, 6, 3036 
scr12, steepest-3swap, 34682, 30, 61104, 3, 1518 
scr12, steepest-3swap, 34682, 43, 60238, 4, 2024 
scr12, steepest-3swap, 32696, 49, 53260, 5, 2530 
scr12, steepest-3swap, 34296, 67, 68356, 8, 4048 
scr12, steepest-3swap, 34110, 45, 69798, 6, 3036 
scr12, steepest-3swap, 32626, 54, 62290, 6, 3036 
scr12, steepest-3swap, 32236, 36, 53880, 5, 2530 
scr12, steepest-3swap, 33758, 33, 57604, 4, 2024 
scr12, steepest-3swap, 32696, 26, 61266, 4, 2024 
scr12, steepest-3swap, 31884, 25, 58658, 4, 2024 
scr12, steepest-3swap, 32626, 38, 75922, 6, 3036 
scr12, steepest-3swap, 34478, 29, 54660, 4, 2024 
scr12, steepest-3swap, 33758, 62, 63100, 7, 3542 
scr12, steepest-3swap, 31884, 57, 56706, 8, 4048 
scr12, steepest-3swap, 33100, 34, 61306, 6, 3036 
scr12, steepest-3swap, 34070, 24, 54376, 3, 1518 
scr12, steepest-3swap, 33302, 55, 71056, 7, 3542 
scr12, steepest-3swap, 33800, 43, 55412, 4, 2024 
scr12, steepest-3swap, 32626, 51, 62272, 5, 2530 
scr12, steepest-3swap, 32260, 37, 52396, 5, 2530 
scr12, steepest-3swap, 32626, 60, 60552, 6, 3036 
scr12, steepest-3swap, 32626, 74, 63908, 8, 4048 
scr12, steepest-3swap, 32626, 47, 74356, 6, 3036 
scr12, steepest-3swap, 31884, 36, 52750, 4, 2024 
scr12, steepest-3swap, 34894, 46, 71044, 6, 3036 
scr12, steepest-3swap, 32236, 50, 56930, 8, 4048 
scr12, steepest-3swap, 32292, 35, 71236, 4, 2024 
scr12, steepest-3swap, 33766, 54, 60136, 6, 3036 
scr12, steepest-3swap, 33632, 32, 57644, 3, 1518 
scr12, steepest-3swap, 34944, 34, 54972, 3, 1518 
scr12, steepest-3swap, 33414, 39, 65426, 4, 2024 
scr12, steepest-3swap, 32236, 29, 53768, 3, 1518 
scr12, steepest-3swap, 33424, 51, 58266, 5, 2530 
scr12, steepest-3swap, 31884, 59, 56338, 6, 3036 
scr12, steepest-3swap, 31410, 60, 72378, 7, 3542 
scr12, steepest-3swap, 32996, 41, 73948, 5, 2530 
scr12, steepest-3swap, 32236, 45, 53906, 5, 2530 
scr12, steepest-3swap, 32626, 74, 56578, 10, 5060 
scr12, steepest-3swap, 32282, 38, 61944, 5, 2530 
scr12, steepest-3swap, 32758, 25, 49502, 3, 1518 
