chr12b, tabu-3swap, 19312, 1277, 50428, 50, 25300 
chr12b, tabu-3swap, 10102, 782, 44966, 50, 25300 
chr12b, tabu-3swap, 11628, 432, 53356, 50, 25300 
chr12b, tabu-3swap, 11768, 387, 52954, 50, 25300 
chr12b, tabu-3swap, 10102, 396, 51858, 50, 25300 
chr12b, tabu-3swap, 9742, 368, 33710, 50, 25300 
chr12b, tabu-3swap, 15646, 342, 42198, 50, 25300 
chr12b, tabu-3swap, 18714, 335, 55620, 50, 25300 
chr12b, tabu-3swap, 15202, 373, 33152, 50, 25300 
chr12b, tabu-3swap, 13170, 313, 48148, 50, 25300 
had12, tabu-3swap, 1660, 333, 1838, 50, 25300 
had12, tabu-3swap, 1654, 348, 1870, 50, 25300 
had12, tabu-3swap, 1656, 357, 1822, 50, 25300 
had12, tabu-3swap, 1662, 346, 1926, 50, 25300 
had12, tabu-3swap, 1674, 387, 1932, 50, 25300 
had12, tabu-3swap, 1664, 328, 1884, 50, 25300 
had12, tabu-3swap, 1680, 346, 1926, 50, 25300 
had12, tabu-3swap, 1656, 332, 1940, 50, 25300 
had12, tabu-3swap, 1686, 325, 1874, 50, 25300 
had12, tabu-3swap, 1654, 307, 1934, 50, 25300 
bur26a, tabu-3swap, 5432068, 15850, 6040136, 50, 276250 
bur26a, tabu-3swap, 5441657, 16164, 6053171, 50, 276250 
bur26a, tabu-3swap, 5444240, 15544, 5778448, 50, 276250 
bur26a, tabu-3swap, 5437759, 15579, 6018191, 50, 276250 
bur26a, tabu-3swap, 5446889, 15589, 5725053, 50, 276250 
bur26a, tabu-3swap, 5443008, 15610, 5795350, 50, 276250 
bur26a, tabu-3swap, 5446411, 15833, 5883726, 50, 276250 
bur26a, tabu-3swap, 5433479, 16464, 5929504, 50, 276250 
bur26a, tabu-3swap, 5440223, 21142, 5869260, 50, 276250 
bur26a, tabu-3swap, 5440553, 17981, 5952186, 50, 276250 
esc32f, tabu-3swap, 2, 40225, 64, 50, 520800 
esc32f, tabu-3swap, 2, 39136, 52, 50, 520800 
esc32f, tabu-3swap, 2, 39618, 52, 50, 520800 
esc32f, tabu-3swap, 2, 39794, 48, 50, 520800 
esc32f, tabu-3swap, 2, 39997, 40, 50, 520800 
esc32f, tabu-3swap, 2, 54761, 56, 50, 520800 
esc32f, tabu-3swap, 2, 60948, 36, 50, 520800 
esc32f, tabu-3swap, 2, 62440, 24, 50, 520800 
esc32f, tabu-3swap, 2, 59916, 34, 50, 520800 
esc32f, tabu-3swap, 2, 61888, 50, 50, 520800 
tai40b, tabu-3swap, 679161929, 242174, 1190986388, 50, 1027000 
tai40b, tabu-3swap, 673121865, 249987, 1078006863, 50, 1027000 
tai40b, tabu-3swap, 667692018, 239568, 1199637699, 50, 1027000 
tai40b, tabu-3swap, 708007863, 155931, 1112052536, 50, 1027000 
tai40b, tabu-3swap, 667262049, 208291, 1086983301, 50, 1027000 
tai40b, tabu-3swap, 670755573, 226656, 1150322985, 50, 1027000 
tai40b, tabu-3swap, 673785446, 234828, 1102751476, 50, 1027000 
tai40b, tabu-3swap, 678279201, 251041, 1141521060, 50, 1027000 
tai40b, tabu-3swap, 673715837, 342131, 1094852220, 50, 1027000 
tai40b, tabu-3swap, 716504273, 368797, 1148375268, 50, 1027000 
tai50b, tabu-3swap, 467075567, 982446, 861757975, 50, 2021250 
tai50b, tabu-3swap, 498530050, 585114, 846095373, 50, 2021250 
tai50b, tabu-3swap, 478179762, 484062, 725589482, 50, 2021250 
tai50b, tabu-3swap, 490540878, 546913, 781182570, 50, 2021250 
tai50b, tabu-3swap, 493487123, 383708, 792725231, 50, 2021250 
tai50b, tabu-3swap, 497224796, 458448, 756379347, 50, 2021250 
tai50b, tabu-3swap, 494465035, 572320, 790369110, 50, 2021250 
tai50b, tabu-3swap, 483355170, 290297, 750878992, 50, 2021250 
tai50b, tabu-3swap, 483823101, 284073, 754525471, 50, 2021250 
tai50b, tabu-3swap, 482035350, 397071, 795872434, 50, 2021250
tai60a, tabu-3swap, 7394820, 1032649, 8529722, 50, 3510500
tai60a, tabu-3swap, 7503558, 1022483, 8546430, 50, 3510500 
tai60a, tabu-3swap, 7391344, 1617864, 8535430, 50, 3510500 
tai60a, tabu-3swap, 7416880, 2458658, 8611856, 50, 3510500 
tai60a, tabu-3swap, 7499614, 1884364, 8535350, 50, 3510500 
tai60a, tabu-3swap, 7451646, 1501090, 8483020, 50, 3510500
tai60a, tabu-3swap, 7471060, 1710748, 8424588, 50, 3510500 
tai60a, tabu-3swap, 7490530, 2490576, 8635854, 50, 3510500 
tai60a, tabu-3swap, 7461444, 1454276, 8571222, 50, 3510500 
tai60a, tabu-3swap, 7462562, 2222060, 8495628, 50, 3510500   
